NEO4J QUERY RESULTS
===================


--- Query 1: Find the top 3 most cited papers of each conference/workshop Results ---

Event | PaperTitle | Citations
Vojkan Miljković | 1
J. Fauver | 1
T. Alpert | 1
Zhang Tao | 1
Canglang Wu | 1
W. Yin | 1
Yi Jiang | 1
H. Xu | 1
Roland Croft | 1
I. Ryzhov | 1
Krešimir Mihić | 1
Ryan M. Baxley | 1
W. Leung | 1
Megan M. Schmit | 1
J. Matson | 1
L. Yin | 1
Marissa K. Oram | 1
Liangjun Wang | 1
Jack Hedberg | 1
Colette B. Rogers | 1
Adam J. Harvey | 1
Debashree Basu | 1
H. Dreau | 1
E. Hendrickson | 1
E. Mace | 1
J. Orange | 1
H. Aihara | 1
G. Stewart | 1
J. Cook | 1
A. Bielinsky | 1
Qiuhong Wang | 1
Phoebe Ellis | 1
F. Somogyvári | 1
D. Virok | 1
M. Noseda | 1
G. Mclean | 1
Elizabeth G. Atkinson | 1
J. Chappell | 1
S. Selvaraju | 1
Shun-Kai Yang | 1
Chew-Li Moo | 1
A. A. Song | 1
Chou-Min Chong | 1
Chun-Wie Chong | 1
S. Lim | 1
Marshall D. Jackson | 1
M. Mbacke | 1
Nashez Zubair | 1
A. Niranjan | 1
K. Hebbar | 1
Ching-Hsien Hsu | 1
Shuo Yang | 1
Ran Wei | 1
Anne Parlina | 1
K. Ramli | 1
H. Murfi | 1
Ruiyu Liang | 1
Chaoran Huang | 1
Chengguo Zhang | 1
Binghao Li | 1
S. Saydam | 1
I. Canbulat | 1
Liu Chen | 1
A. Davoudian | 1
Mengchi Liu | 1
Dev Tayal | 1
K. Meena | 1
Chunyu Wei | 1
Bing Bai | 1
Kun Bai | 1
Fei Wang | 1
Wei Chen | 1
Li Ma | 1
Yihui Feng | 1
Sahar A. ElRahman | 1
A. Alluhaidan | 1
A. Boukerche | 1
Toni Taipalus | 1
Melanie Rupflin | 1
P. Das | 1
Hossain M. S. Sazzad | 1
M. Aleem | 1
M. Rahman | 1
Md. Mahmudur Rahman | 1
W. Lipkin | 1
S. Luby | 1
J. Openshaw | 1
Qi Guo | 1
Wenhao Luan | 1
Yueji Yang | 1
Yuxin Zheng | 1
Yan Huo | 1
Chengtao Yong | 1
Yanfei Lu | 1
I. Livaja | 1
S. Sovilj | 1
M. Vuković | 1
G. Heiler | 1
A. Hanbury | 1
C. Alexakos | 1
A. Komninos | 1
C. Anagnostopoulos | 1
G. Kalogeras | 1
A. Savvopoulos | 1
A. Kalogeras | 1
A. Alam | 1
Young-Koo Lee | 1
Weiming Huang | 1
Lei Zhao | 1
Helen Xu | 1
Amanda Li | 1
Brian Wheatman | 1
Manoj Marneni | 1
Prashant Pandey | 1
Chonggang Song | 1
Qian Lin | 1
Guohui Ling | 1
Zong Zhang | 1
Hongzhao Chen | 1
Jun Liao | 1
Chuan Chen | 1
Chanmee Sirichanya | 1
Kraisak Kesorn | 1
Juan Li | 1
Xiaoqun Yuan | 1
G. Min | 1
Yi-ming Ding | 1
Qing Fang | 1
Songtao Lu | 1
Mingyi Hong | 1
Zhengdao Wang | 1
Dimitrios Rafailidis | 1
Xiaole Li | 1
Hua Wang | 1
Shanwen Yi | 1
Xibo Yao | 1
Fangjin Zhu | 1
Linbo Zhai | 1
Faiza Akram | 1
Dongsheng Liu | 1
P. Zhao | 1
N. Kryvinska | 1
Sidra Abbas | 1
M. Rizwan | 1
Yinqiu Liu | 1
Kai Qian | 1
Wenyao Xu | 1
Huiqi Hu | 1
Xuan Zhou | 1
Tao Zhu | 1
Anbreen Anjum | 1
M. Zuber | 1
K. Zia | 1
Aqdas Noreen | 1
M. N. Anjum | 1
S. Tabasum | 1
E. Worthey | 1
Joel M Sarapas | 1
E. Chan | 1
Emma M Rettner | 1
K. Beers | 1
Emilisa Frirdich | 1
E. Gaynor | 1
Qi Wang | 1
Maude W. Baldwin | 1
Meng-Ching Ko | 1
Miftah Nurrokhimah | 1
Piyaluk Nurerk | 1
P. Kanatharana | 1
Opas Bunkoed | 1
M. Hamidi | 1
M. Alishahi | 1
S. Schirmer | 1
F. Langbein | 1
Andrew M. Priegert | 1
Benjamin W Rawe | 1
Spencer C. Serin | 1
Aida Arcas | 1
D. Wilkinson | 1
M. Á. Nieto | 1
Huan Xiong | 1
Jiaqi Wang | 1
Zewen Chang | 1
Hanqing Hu | 1
Ziming Yuan | 1
Yihao Zhu | 1
Zhiqiao Hu | 1
Chunlin Wang | 1
Yun-Xiang Liu | 1
Yang Wang | 1
Guiyu Wang | 1
Y. Wang | 1
Wenqing Jia | 1
D. Jiang | 1
Jin Xiong | 1
Wafaa A. N. A. Al-Nbhany | 1
Ammar T. Zahary | 1
A. A. Al-Shargabi | 1
Reese Kuper | 1
Ipoom Jeong | 1
Yifan Yuan | 1
Ren Wang | 1
Narayan Ranganathan | 1
Nikhil Rao | 1
Jiayu Hu | 1
Sanjay Kumar | 1
Philip Lantz | 1
Nam Sung Kim | 1
D. A. Gashigullin | 1
Jerry Q. Cheng | 1
Viktor Sanca | 1
Yijing Li | 1
Xiaofeng Tao | 1
Xuefei Zhang | 1
Mingsi Wang | 1
Shuo Wang | 1
M. Perscheid | 1
P. Miner | 1
Ryan W. Coughlan | 1
Mohammad Masum | 1
Victor A. Clincy | 1
Coskun Cetinkaya | 1
Yang Yang | 1
Zengfeng Huang | 1
Mingjie Li | 1
Yuan-Gen Wang | 1
Enxia Li | 1
Wei Wang | 1
Yitong Song | 1
Kai Wang | 1
Bin Yao | 1
Zhida Chen | 1
Jiong Xie | 1
Feifei Li | 1
Damian Plażuk | 1
A. Wieczorek | 1
A. Błauż | 1
A. Makal | 1
B. Rychlik | 1
Hui Yang | 1
Guixia Shi | 1
Hongyang Du | 1
H. Wang | 1
Zhenzhen Zhang | 1
Dezhou Hu | 1
Jiao Wang | 1
F. Huang | 1
Deyue Yu | 1
Shiwei Chen | 1
Xionglin Fan | 1
Q. Lei | 1
Wei-jun Chen | 1
Cesheng Li | 1
Xiao-Ming Yang | 1
Sihong Xu | 1
Honggang Wei | 1
A. Jakubowska | 1
R. Fioravanti | 1
F. Rossi | 1
Milad Mirbabaie | 1
Nicholas R. J. Frick | 1
Gunjan Garg | 1
Bhavisha Ahuja | 1
Anjali Agarwal | 1
Lav Gupta | 1
M. Samaka | 1
R. Jain | 1
D. Bhamare | 1
H. Chan | 1
A. Aguiar | 1
J. Pinto | 1
C. Andrea | 1
L. Nogueira | 1
Jin-Xin Hu | 1
Chin-Ling Chen | 1
Chun-Long Fan | 1
Kun-hao Wang | 1
H. Fujita | 1
Vidya K. Sudarshan | 1
Shu Lih Oh | 1
Adam Muhammad | 1
Joel E. W. Koh | 1
Jen Hong Tan | 1
C. Chua | 1
Kok Poo Chua | 1
Ru San Tan | 1
Inayatullah | 1
Huma Qayyurn | 1
Kamarthi Lava Kumar | 1
Dr. B. Eswara Reddy | 1
Imran Ashraf | 1
P. C. Shill | 1
Farhad Pourpanah | 1
Ran Wang | 1
C. Lim | 1
D. Yazdani | 1
T. Do | 1
J. Page | 1
S. Walker | 1
Rui Li | 1
Yunhong Yin | 1
Jia Jin | 1
Xiao Liu | 1
Mengyu Zhang | 1
Yie Yang | 1
Yiqing Qu | 1
B. Ralla | 1
C. Stephan | 1
Sebastian Meller | 1
D. Dietrich | 1
G. Kristiansen | 1
K. Jung | 1
T. Nguyen | 1
Qing-wu Tian | 1
Junjie Guo | 1
Guo-Wei He | 1
Gihanna Galindez | 1
Sepideh Sadegh | 1
J. Baumbach | 1
T. Kacprowski | 1
M. List | 1
D. Zha | 1
Zaid Pervaiz Bhat | 1
Kwei-Herng Lai | 1
Zhimeng Jiang | 1
Shaochen Zhong | 1
Xia Hu | 1
Boyi Shangguan | 1
Liangcun Jiang | 1
Changyan Yi | 1
Jun Cai | 1
K. Zhu | 1
Ran Wang | 1
Zhenlong Man | 1
Jinqing Li | 1
Xiaoqiang Di | 1
Ripei Zhang | 1
Xusheng Li | 1
Xiaohan Sun | 1
Gaoxiang Li | 1
Shigeng Zhang | 1
André Ryser | 1
Nidia D. Corona-Motolinia | 1
B. Martínez-Valencia | 1
Lisset Noriega | 1
Brenda L. Sánchez-Gaytán | 1
M. Méndez-Rojas | 1
F. Meléndez | 1
M. Castro | 1
E. González-Vergara | 1
C. Crisci | 1
L. Ardusso | 1
Antonela Mossuz | 1
L. Müller | 1
Chanyuan Zhou | 1
Zhuo Du | 1
Yukui Zhang | 1
Z. Cai | 1
T. Hays | 1
A. Corona | 1
C. Melis | 1
Yoonhyuk Jang | 1
Seondeuk Kim | 1
Hyoshin Son | 1
E. Ha | 1
Eun Jung Koh | 1
J. Phi | 1
Chul-Kee Park | 1
J. Kim | 1
Seung-Ki Kim | 1
W. Cho | 1
Yongyong Gao | 1
Huan Xu | 1
Qiuying Huang | 1
D. Gates | 1
R. Sulc | 1
G. Szekely | 1
F. Vilela | 1
Yanyan Zhang | 1
Fuqiang An | 1
Zeqing Xu | 1
Tingting Zhang | 1
Chenguang Lou | 1
N. Christensen | 1
Manuel C Martos-Maldonado | 1
S. Midtgaard | 1
Maria Ejlersen | 1
P. Thulstrup | 1
K. K. Sørensen | 1
K. Jensen | 1
J. Wengel | 1
V. Bhatia | 1
Shannon Carskadon | 1
N. Gupta | 1
N. Palanisamy | 1
B. Ateeq | 1
A. Koch | 1
Zhifang Li | 1
Shangwei Wu | 1
Chuliang Weng | 1
Qiyu Liu | 1
Maochen Li | 1
Yanyan Shen | 1
Lei Chen | 1
Fang-Chun Wei | 1
Xin Yang | 1
F. Zhou | 1
Sogand Shirinbab | 1
L. Lundberg | 1
Salman Salloum | 1
Quang-Tu Doan | 1
A. Kayes | 1
Kinh Nguyen | 1
Huan Zhou | 1
Hui Wang | 1
Xin Chen | 1
Xiuhua Li | 1
Shouzhi Xu | 1
Dawen Xia | 1
Xiaonan Lu | 1
Huaqing Li | 1
Wendong Wang | 1
Yantao Li | 1
Zili Zhang | 1
Hung-Jen Tu | 1
Guozheng Li | 1
Runfei Li | 1
Yunshan Feng | 1
Yu Zhang | 1
Yuyu Luo | 1
Chi Harold Liu | 1
Erum Mehmood | 1
Tayyaba Anees | 1
Quanyv Wang | 1
Xiaoqiang Zhang | 1
Xiaohu Zhao | 1
Theodoros Toliopoulos | 1
Minje Lim | 1
Jeeyoon Jung | 1
Dongkun Shin | 1
Jing Li | 1
Mohd Nasir Ismail | 1
R. E. Indrajit | 1
Yong Yu | 1
Ruonan Chen | 1
Huilin Li | 1
Yannan Li | 1
Aikui Tian | 1
Andrea Vinci | 1
Vassilis Barkoukis | 1
K. Burden | 1
T. Anastasiadis | 1
Han Wu | 1
Mengjun Li | 1
Qixuan Xue | 1
Kedun Mao | 1
A. A. Poltavtsev | 1
A. Khabarov | 1
A. O. Selyankin | 1
Hua Zhang | 1
Shangge Zhao | 1
Lu Zhang | 1
Bo Han | 1
X. Yao | 1
Wen Chen | 1
Ya Hu | 1
V. Bosó | 1
M. J. Herrero | 1
A. Santaballa | 1
L. Palomar | 1
J. E. Megías | 1
Helena de la Cueva | 1
L. Rojas | 1
M. R. Marqués | 1
J. Poveda | 1
J. Montalar | 1
S. Aliño | 1
L. Miller | 1
G. Harris | 1
J. Breman | 1
B. Hahn | 1
L. Kramer | 1
J. Leduc | 1
T. Monath | 1
J. Taubenberger | 1
F. Martinelli | 1
T. Agbaedeng | 1
J. Noubiap | 1
Edith Pascale | 1
Mofo Mato | 1
D. Chew | 1
G. Figtree | 1
M. A. Said | 1
P. Harst | 1
R. Diversi | 1
Wenbo Tao | 1
N. Laptev | 1
Cyrille Habis | 1
S. Horn | 1
T. Vogt | 1
Elisca Gerber | 1
Bianca Vogt | 1
H. Bouwman | 1
R. Pieters | 1
Enriqueta Garcia-Gutierrez | 1
J. Fantini | 1
R. Hayeems | 1
G. Pizzio | 1
Cristian Mayordomo | 1
A. Coego | 1
S. G. Nebauer | 1
F. Shahzad | 1
M. Carcaterra | 1
C. Caruso | 1
Wuping Yang | 1
Lei Li | 1
Kenan Zhang | 1
K. Ma | 1
Haibiao Xie | 1
Y. Gong | 1
Jingcheng Zhou | 1
K. Gong | 1
Zheli Liu | 1
Tong Li | 1
Chunfu Jia | 1
Jin Li | 1
L. Nappi | 1
A. Steinbrenner | 1
Katharine M Brauch | 1
Margaret L. Karst | 1
Kathleen J. Herron | 1
M. de Andrade | 1
P. Pellikka | 1
R. Rodeheffer | 1
V. Michels | 1
T. Olson | 1
H. Smith | 1
J. Barrett | 1
A. Feber | 1
C. Swanton | 1
N. Hoang | 1
S. Chénier | 1
D. Stavropoulos | 1
S. Pu | 1
Renfeng Huang | 1
Xiaoguo Ma | 1
Xin Li | 1
Lihui Guo | 1
Xiaowen Xie | 1
Menyuan Zhang | 1
Jing Li | 1
K. Cheng | 1
R. Burdine | 1
M. Dickinson | 1
S. Ekker | 1
A. Y. Lin | 1
K. Lloyd | 1
John H Morrison | 1
D. O’Connor | 1
C. Rogers | 1
S. Sanchez | 1
Julie H. Simpson | 1
W. S. Talbot | 1
D. Wallace | 1
J. Weimer | 1
Davit Chokoshvili | 1
Carmen Belmans | 1
R. Poncelet | 1
S. Sanders | 1
Deborah Vaes | 1
S. Janssens | 1
I. Huys | 1
Hecun Zou | 1
Lan-Xiang Wu | 1
L. Tan | 1
Fei-Fei Shang | 1
B. Diroll | 1
M. Cargnello | 1
Dahlia R. Klein | 1
L. Hough | 1
B. Donnio | 1
Yingchun Li | 1
Yang Yang | 1
Feng Yu | 1
Jie Liu | 1
Zhipeng Sun | 1
C. Malitesta | 1
Sabrina Di Masi | 1
E. Mazzotta | 1
G. Wilson | 1
V. Martínez-Loredo | 1
J. Fernández-Hermida | 1
J. Carballo | 1
S. Fernández-Artamendi | 1
Ana B. Descalzo | 1
Ling Chen | 1
Jian Shao | 1
Zhou Yu | 1
Jianling Sun | 1
Fei Wu | 1
Yueting Zhuang | 1
Khalil A. Abuosba | 1
Ping Hu | 1
Puwen Song | 1
Jun Xu | 1
Q. Wei | 1
Ye Tao | 1
Yueming Ren | 1
Yongang Yu | 1
Dongxiao Li | 1
Haiyan Hu | 1
Chengwei Li | 1
Liping Huang | 1
Ying Li | 1
Changyou Luo | 1
You-Jin Chen | 1
N. Touil | 1
H. Annaz | 1
Shaoqi Zeng | 1
T. Dang | 1
Jiawei Liang | 1
Wenjun Hu | 1
Hao Xu | 1
Jiasheng Tu | 1
Lin Wang | 1
Yan Shen | 1
Gang L Liu | 1
Peng Zhang | 1
G. Nyce | 1
Jorge A. Lamboy | 1
E. Connor | 1
W. Xu | 1
Weihua Li | 1
Ruo Wang | 1
Huahong Chen | 1
Weitao Yan | 1
Mingwen Zheng | 1
Tesen Zhang | 1
Yaohu Zhang | 1
R. Tiwari | 1
Nishat Manzar | 1
Anjali Yadav | 1
Mushtaq A Nengroo | 1
D. Datta | 1
F. Khani | 1
M. Poutanen | 1
A. Zoubeidi | 1
Alexander M. C. Bowles | 1
U. Bechtold | 1
F. Veronese | 1
M. Morpurgo | 1
Yi-Yun Lee | 1
G. V. de Ulzurrun | 1
E. Schwarz | 1
J. Stajich | 1
Yen-Ping Hsueh | 1
Sabine Wagner | 1
Samantha M. Bevill | 1
D. Goulet | 1
T. Stuhlmiller | 1
Adriana S. Beltran | 1
J. F. Olivares-Quintero | 1
Darshan Singh | 1
N. Sciaky | 1
J. Parker | 1
N. Rashid | 1
Xin Chen | 1
James S. Duncan | 1
Martin C. Whittle | 1
S. H. Velarde | 1
B. Golitz | 1
Xiaping He | 1
Charlene M. Santos | 1
David B. Darr | 1
K. Gallagher | 1
Lee M. Graves | 1
C. Perou | 1
L. Carey | 1
H. S. Earp | 1
S. Savino | 1
Annika J. E. Borg | 1
A. Dennig | 1
M. Pfeiffer | 1
F. De Giorgi | 1
H. Weber | 1
K. Dubey | 1
C. Rovira | 1
A. Mattevi | 1
Allison M. Weis | 1
J. Round | 1
E. Campbell | 1
B. Clarridge | 1
M. Gokhale | 1
L. Birenbaum | 1
S. Hilgartner | 1
N. Holtzman | 1
D. Blumenthal | 1
Wei Zhang | 1
Wei Liu | 1
Ping Li | 1
Haibin Xiao | 1
Hui Wang | 1
Bo Tang | 1
Kate Reed | 1
U. Ben-David | 1
R. Beroukhim | 1
T. Golub | 1
L. Muscarella | 1
C. Li | 1
Rebecca S. Shapiro | 1
Christopher D. B. Scott | 1
Li-jun Tang | 1
J. Dai | 1
Zhibin Hu | 1
Yue Jiang | 1
Hao Shen | 1
Jingyan Dong | 1
Hongxia Ma | 1
Hongbing Shen | 1
J. Santos | 1
A. Khattab | 1
J. Spencer | 1
S. Morley | 1
B. Ai | 1
Shenqi Wang | 1
Zhong Zhang | 1
Yanbin Li | 1
Jun Liu | 1
Kenji Kai | 1
Shunsuke Nakamura | 1
K. Wakasa | 1
H. Miyagawa | 1
José-Julián Pérez-Cordero | 1
J. Lozano | 1
J. Córtes | 1
G. Delgado | 1
Yuan Zhao | 1
Xuecheng Zhu | 1
Wei Jiang | 1
Huilin Liu | 1
Baoguo Sun | 1
Danqing Xu | 1
Chen Wang | 1
Zihuai He | 1
Yizhao Ni | 1
I. Ionita-Laza | 1
P. Patil | 1
S. Bari | 1
S. Firke | 1
Prashant K. Deshmukh | 1
S. T. Donda | 1
D. A. Patil | 1
W. Chia | 1
B. Young | 1
N. Chantasrisawad | 1
Shi-Hsia Hwa | 1
Aileen Ying-Yan Yeoh | 1
B. Lim | 1
W. Yap | 1
S. Pada | 1
S. Tan | 1
W. Jantarabenjakul | 1
L. K. Toh | 1
Jinyan Zhang | 1
Y. Mah | 1
V. Chen | 1
M. Chen | 1
A. Sigal | 1
O. Putcharoen | 1
D. Lye | 1
N. Sahoo | 1
Ranjan Ku Sahoo | 1
Nikhil Biswas | 1
Arijit Guha | 1
Ketousetuo Kuotsu | 1
Arief Basuki | 1
Suwarno | 1
T. M. Abdel-Ghany | 1
M. Ganash | 1
Marwah M. Bakri | 1
Nadeem I. Elhussieny | 1
Husam Qanash | 1
A. M. Al-Rajhi | 1
M. Nivard | 1
G. Mokhtari | 1
A. Anvari‐Moghaddam | 1
Qing Zhang | 1
H. Chiroma | 1
King C. Li | 1
K. Adewole | 1
K. Chang | 1
J. Strahilevitz | 1
Tobias Mayer | 1
Elena Cabrio | 1
S. Villata | 1
D. Richardson | 1
F. Armitage | 1
J. Case | 1
Rita E. Chen | 1
Herbert W. Virgin | 1
A. Lanzavecchia | 1
Michael S. Diamond | 1
K. Fink | 1
Gunasekaran Manogaran | 1
P. MohamedShakeel | 1
S. Baskar | 1
Ching-Hsien Hsu | 1
Seifedine Kadry | 1
Revathi Sundarasekar | 1
P. Kumar | 1
BalaAnand Muthu | 1
A. Tybjaerg-hansen | 1
Ashkan Yousefpour | 1
Caleb Fung | 1
Tam Nguyen | 1
Krishna P. Kadiyala | 1
Fatemeh Jalali | 1
Amirreza Niakanlahiji | 1
Jian Kong | 1
J. Jue | 1
D. S. Reddy | 1
R. Bharath | 1
P. Rajalakshmi | 1
Young-Jun Park | 1
S. Bianchi | 1
A. Peter | 1
V. Magnus | 1
Rachna Sethi | 1
Monica Mehrotra | 1
Dhaarna Sethi | 1
Matt Velinder | 1
R. Mao | 1
P. Bayrak-Toydemir | 1
Gabor T. Marth | 1
J. Dayal | 1
A. Thurm | 1
D. Goldstein | 1
Xiaoping Du | 1
Angela N. Bowman | 1
E. Baker | 1
J. Bennet | 1
J. Bernstein | 1
G. Berry | 1
E. Blue | 1
J. Bohnsack | 1
L. Botto | 1
P. Byers | 1
J. Carey | 1
T. C. Chang | 1
W. Craigen | 1
S. Dasari | 1
M. Deardorff | 1
D. Doherty | 1
D. Earl | 1
L. Frésard | 1
I. Glass | 1
A. Goldman | 1
Gautam Srivastava | 1
B. Gochuico | 1
L. Dunn | 1
A. DeMichele | 1
C. Ferreira | 1
R. Isasi | 1
Senthilkumar Mohan | 1
Chandrasegar Thirumalai | 1
Catherine S. Mocny | 1
L. Lakshmanan | 1
Wendy Hui Wang | 1
N. Hanchard | 1
A. Hing | 1
J. Jarvik | 1
Mary E. Koziura | 1
Brendan H. Lee | 1
R. Levitt | 1
R. Lewis | 1
X. Liu | 1
Marta M. Majcherska | 1
K. Maravilla | 1
Martín G. Martín | 1
J. McCauley | 1
Col Mccormack | 1
P. Moretti | 1
J. Mulvihill | 1
David R. Murdock | 1
A. Nagy | 1
A. Nath | 1
S. Nelson | 1
J. Newman | 1
S. Samson | 1
E. Smith | 1
Kevin S. Smith | 1
M. Tekin | 1
S. Wallace | 1
Melissa Walker | 1
T. Wenger | 1
Muhammad Yousef | 1
W. Zein | 1
Shinya Yamamoto | 1
Mercedes E. Alejandro | 1
M. Azamian | 1
C. Bacino | 1
Lisa T. Emrick | 1
C. Eng | 1
Marni J. Falk | 1
P. Fisher | 1
F. High | 1
Jennifer A. Kennedy | 1
S. Korrick | 1
D. Krakow | 1
S. Lalani | 1
Christina Lam | 1
N. Longo | 1
S. Loo | 1
J. Loscalzo | 1
R. Maas | 1
B. Martin | 1
J. Merritt | 1
M. Might | 1
E. Morava | 1
S. Nicholas | 1
C. Palmer | 1
J. Phillips | 1
L. Potocki | 1
A. Quinlan | 1
Deepak A. Rao | 1
W. Raskind | 1
D. Scott | 1
C. R. Scott | 1
E. Silverman | 1
J. Stoler | 1
A. Sun | 1
V. Sybert | 1
Amelia L. M. Tan | 1
F. Telischi | 1
A. Vanderver | 1
D. Viskochil | 1
T. Vogel | 1
P. Ward | 1
M. Wener | 1
John Yang | 1
A. McCray | 1
I. Kohane | 1
Fariha Jamal | 1
L. Karaviti | 1
Ronit Marom | 1
James P. Orengo | 1
Alyssa A. Tran | 1
Edward Behrens | 1
Kelly Hassey | 1
H. Cope | 1
A. McConkie-Rosell | 1
K. Schoch | 1
V. Shashi | 1
Rebecca C. Spillmann | 1
J. Sullivan | 1
Q. Tan | 1
N. Walley | 1
Lauren C Briere | 1
Laurel A. Cobban | 1
M. Coggins | 1
Cynthia M. Cooper | 1
Elizabeth Fieg | 1
Sharyn A. Lincoln | 1
C. Macrae | 1
J. C. Pallais | 1
Lance H Rodan | 1
D. Sweetser | 1
C. Walsh | 1
Donna Novacic | 1
Barbara N. Pusey | 1
Elizabeth A Burke | 1
Bradley Power | 1
Laryssa A. Huryn | 1
Lea Latham | 1
Deborah Mosbrook-Davis | 1
Francis Rossignol | 1
Ben Solomon | 1
J. Macdowall | 1
Beverly Berg-Rood | 1
S. Chanprasert | 1
Michael Cunningham | 1
Katie Golden-Grant | 1
S. Hahn | 1
F. Hisama | 1
M. Horike‐Pyne | 1
S. Jayadev | 1
H. Mefford | 1
G. Mirzaa | 1
Natalie Rosenwasser | 1
Cecilia Esteves | 1
Kimberly Leblanc | 1
S. Kobren | 1
Brendan C Lanpher | 1
Ian R. Lanza | 1
D. Oglesbee | 1
G. Bademci | 1
D. Barbouth | 1
Stephanie A Bivona | 1
O. Carrasquillo | 1
I. Forghani | 1
A. Grajewski | 1
Byron L. Lam | 1
R. Sacco | 1
M. Saporta | 1
J. Schaechter | 1
Willa L Thorson | 1
H. Colley | 1
D. Eckstein | 1
Laurie C. Findley | 1
D. Krasnewich | 1
L. Mamounas | 1
Grace L. LaMoure | 1
Madison Goldrich | 1
A. Doss | 1
Carsten Bonnenmann | 1
Precilla D’Souza | 1
G. Bejerano | 1
D. Bonner | 1
T. Coakley | 1
J. Hom | 1
Yong Huang | 1
Elijah Kravets | 1
A. Raja | 1
C. Reuter | 1
M. Ruzhnikov | 1
J. Sampson | 1
S. Sutton | 1
Brian M. Tucker | 1
Diane B. Zastrow | 1
Chunli Zhao | 1
A. Crouse | 1
Mariko Nakano-Okuno | 1
Jordan H. Whitlock | 1
Gabrielle Brown | 1
E. C. Dell’Angelica | 1
N. Dorrani | 1
E. Douine | 1
Irma Gutierrez | 1
Alden Huang | 1
B. Mak | 1
E. McGee | 1
Brennan M. Boyd | 1
Chih-Hua Tai | 1
S. Nieves-Rodriguez | 1
J. Papp | 1
Neil H. Parker | 1
Genecee Renteria | 1
Rebecca H. Signer | 1
J. Sinsheimer | 1
Jijun Wan | 1
Lee-Kai Wang | 1
K. W. Perry | 1
Jeremy D Woods | 1
J. Alvey | 1
A. Andrews | 1
Jim Bale | 1
Laura Pace | 1
A. Bican | 1
Elly Brokamp | 1
Laura Duncan | 1
Lynette C Rives | 1
Amy K. Robertson | 1
Emily P Solem | 1
Nichole Hayes | 1
Dana Kiley | 1
Kathy Sisco | 1
Stephen C Pak | 1
Timothy Schedl | 1
Jimann Shin | 1
L. Solnica-Krezel | 1
M. Acosta | 1
M. Adam | 1
A. Balasubramanyam | 1
A. Beck | 1
L. Burrage | 1
William E. Byrd | 1
G. Clark | 1
Hongzheng Dai | 1
K. Dipple | 1
S. Dhar | 1
Zeping Niu | 1
V. Thiel | 1
G. Viswanath | 1
P. V. Krishna | 1
S. Sneha | 1
S. Ahamed | 1
P. V’kovski | 1
A. Kratzel | 1
Silvio Steiner | 1
H. Stalder | 1
Dimitrios Bitas | 1
J. Suzuki | 1
Ryouta Sato | 1
T. Aoi | 1
Marina Fujii | 1
Hiroho Ishida | 1
M. Shimojima | 1
Maria Valero | 1
M. Rahman | 1
David Balcells | 1
B. B. Skjelstad | 1
S. Shan | 1
Rachel L Reel | 1
J. M. Albaum | 1
A. Chu | 1
Shengming Xie | 1
Jun‐Hui Zhang | 1
L. Yuan | 1
Daoqian Yu | 1
Zhi Wang | 1
A. Bassuk | 1
Chang Lu | 1
Tian Han | 1
Ammarah Farooq | 1
SyedMuhammad Anwar | 1
Muhammad Awais | 1
G. Qanmber | 1
Zuoren Yang | 1
Riccardo Cantini | 1
Huijuan Mo | 1
D. FitzPatrick | 1
Anand Kumar | 1
Courtney E. French | 1
I. Delon | 1
H. Dolling | 1
Alba Sanchis-Juan | 1
O. Shamardina | 1
K. Megy | 1
S. Abbs | 1
T. Austin | 1
S. Bowdin | 1
R. Branco | 1
Salih Tuna | 1
T. Aitman | 1
Sofie Ashford | 1
Willian J. Astle | 1
David L. Bennet | 1
M. Bleda | 1
K. Carss | 1
P. Chinnery | 1
Sri V. V. Deevi | 1
Debra Fletcher | 1
Daniel P. Gale | 1
S. Gräf | 1
Fengyuan Hu | 1
R. James | 1
Mary A. Kasanicki | 1
N. Kingston | 1
A. Koziell | 1
H. L. Allen | 1
E. Maher | 1
Ze‐Xia Gao | 1
Hao Li | 1
M. Prapa | 1
Audrienne Sammut | 1
R. Sandford | 1
K. Schon | 1
Yogen Singh | 1
Kelly Spike | 1
A. L. T. Tavares | 1
Doris Wari-Pepple | 1
Hilary S. Wong | 1
C. G. Woods | 1
D. Rowitch | 1
Daniel A. Machlab | 1
A. Odum | 1
Jianbing Ni | 1
Xiaodong Lin | 1
Xuemin Shen | 1
Elsa-Herminia Quezada | 1
Gabriel-Xicoténcatl García | 1
Govindappa Melappa | 1
Han Liu | 1
Chunhai Chen | 1
Yafei Hu | 1
Hailin Zhang | 1
Erik D. Enbody | 1
L. Andersson | 1
Mohsen Marjani | 1
Shahaboddin Shamshirband | 1
Kalpana Nanjareddy | 1
M. Lara | 1
Manoj-Kumar Arthikala | 1
Nan Fu | 1
Li Li | 1
Baoyan Yuan | 1
Yan-Xia Li | 1
K. Kitahara | 1
I. Yoshihama | 1
T. Hanada | 1
Hiroko Kokuba | 1
S. Arai | 1
Thiago Cabral | 1
Galaxy Y. Cho | 1
H. Règue | 1
G. Destras | 1
Solenne Brun | 1
Gwendolyne Burfin | 1
F. Morfin | 1
Maolin Lv | 1
Zhao Liu | 1
Lili Lu | 1
Shuya Ma | 1
Yue Ning | 1
R. Fanget | 1
M. Valette | 1
B. Lina | 1
A. Bal | 1
L. Josset | 1
Yuchuan Huang | 1
Ning Liu | 1
Weimin Wang | 1
G. Velez | 1
S. Tsang | 1
